,domestic,yhat,domestic.1,yhat.1,domestic.2,yhat.2,domestic.3,yhat.3,domestic.4,yhat.4,domestic.5,yhat.5,domestic.6,yhat.6,domestic.7,yhat.7,domestic.8,yhat.8,domestic.9,yhat.9,domestic.10,yhat.10,domestic.11,yhat.11,domestic.12,yhat.12,domestic.13,yhat.13,domestic.14,yhat.14,domestic.15,yhat.15,domestic.16,yhat.16,domestic.17,yhat.17,domestic.18,yhat.18,domestic.19,yhat.19,domestic.20,yhat.20,domestic.21,yhat.21,domestic.22,yhat.22,domestic.23,yhat.23,domestic.24,yhat.24,domestic.25,yhat.25,domestic.26,yhat.26,domestic.27,yhat.27,domestic.28,yhat.28,domestic.29,yhat.29,domestic.30,yhat.30,domestic.31,yhat.31,domestic.32,yhat.32,domestic.33,yhat.33,domestic.34,yhat.34,domestic.35,yhat.35,domestic.36,yhat.36,domestic.37,yhat.37,domestic.38,yhat.38,domestic.39,yhat.39,domestic.40,yhat.40,domestic.41,yhat.41,domestic.42,yhat.42,domestic.43,yhat.43,domestic.44,yhat.44,domestic.45,yhat.45,domestic.46,yhat.46,domestic.47,yhat.47,domestic.48,yhat.48,domestic.49,yhat.49,domestic.50,yhat.50,domestic.51,yhat.51,domestic.52,yhat.52,domestic.53,yhat.53,domestic.54,yhat.54,domestic.55,yhat.55,domestic.56,yhat.56,domestic.57,yhat.57,domestic.58,yhat.58,domestic.59,yhat.59,domestic.60,yhat.60,domestic.61,yhat.61,domestic.62,yhat.62,domestic.63,yhat.63,domestic.64,yhat.64,domestic.65,yhat.65,domestic.66,yhat.66,domestic.67,yhat.67,domestic.68,yhat.68,domestic.69,yhat.69,domestic.70,yhat.70,domestic.71,yhat.71,domestic.72,yhat.72,domestic.73,yhat.73,domestic.74,yhat.74,domestic.75,yhat.75,domestic.76,yhat.76,domestic.77,yhat.77,domestic.78,yhat.78,domestic.79,yhat.79,domestic.80,yhat.80,domestic.81,yhat.81,domestic.82,yhat.82,domestic.83,yhat.83,domestic.84,yhat.84,domestic.85,yhat.85,domestic.86,yhat.86,domestic.87,yhat.87,domestic.88,yhat.88,domestic.89,yhat.89,domestic.90,yhat.90,domestic.91,yhat.91,domestic.92,yhat.92,domestic.93,yhat.93,domestic.94,yhat.94,domestic.95,yhat.95,domestic.96,yhat.96,domestic.97,yhat.97,domestic.98,yhat.98,domestic.99,yhat.99
1,0,-1.054244103,0,-1.038167521,0,-0.09231849,0,-0.871584629,0,-0.383249224,0,-0.851479211,0,-0.810254844,0,-1.101521349,0,-0.891143154,0,-1.020955514,0,-0.390434787,0,-0.104745721,0,-0.282469858,0,-0.34705267,0,-0.158618275,0,-0.100526354,0,-0.322046538,0,-0.209611712,0,-0.307644243,0,-0.210491192,0,-0.677348514,0,-0.326496965,0,-0.536954121,0,-0.634952469,0,-0.693153258,0,-0.551104218,0,-0.544115003,0,-0.593204624,0,-0.567440312,0,-0.596210024,0,-0.285080322,0,-0.279860232,0,-0.223965407,0,-0.259681238,0,-0.009769878,0,-0.217266424,0,-0.328661145,0,-0.329955178,0,-0.194727977,0,-0.279732773,0,-0.31110293,0,-0.264788382,0,-0.249191027,0,-0.385552093,0,-0.213566692,0,-0.269212151,0,-0.508916033,0,-0.138798297,0,-0.374050953,0,-0.455791525,0,-0.495853976,0,-0.360972845,0,-0.50844164,0,-0.355497834,0,-0.476554959,0,-0.42559096,0,-0.351414469,0,-0.452816893,0,-0.453518525,0,-0.420211286,0,-0.254200977,0,-0.112562869,0,-0.125463492,0,0.027692676,0,-0.053189012,0,-0.121468087,0,-0.1803259,0,-0.25386172,0,-0.201438856,0,-0.096054231,0,-0.757664177,0,-0.681129207,0,-0.727507613,0,-0.795699811,0,-0.667789552,0,-0.45147939,0,-0.424726633,0,-0.70283842,0,-0.740683528,0,-0.436676446,0,-0.412088841,0,-0.48211445,0,-0.452591243,0,-0.382122133,0,-0.460514811,0,-0.459216035,0,-0.248895958,0,-0.267512655,0,-0.337595238,0,-0.413594258,0,-0.310917372,0,-0.609124586,0,-0.38970901,0,-0.360412996,0,-0.562684957,0,-0.468463631,0,-0.379809596,0,-0.151579651,0,-0.515772778,0,-0.3816611
3,1,-1.054244103,1,-1.038167521,1,-0.665073293,1,-0.871584629,1,-0.383249224,1,-0.851479211,1,-0.810254844,1,-0.741444079,1,-0.891143154,1,-0.499665096,1,-0.291956174,1,-0.107204734,1,-0.320299798,1,-0.297300367,1,-0.158618275,1,-0.112577797,1,-0.322046538,1,-0.209611712,1,-0.331487639,1,-0.210491192,1,-0.677348514,1,-0.326496965,1,-0.536954121,1,-0.634952469,1,-0.693153258,1,-0.551104218,1,-0.200399811,1,-0.593204624,1,-0.567440312,1,-0.596210024,1,-0.285080322,1,-0.279860232,1,-0.223965407,1,-0.259681238,1,-0.009769878,1,-0.217266424,1,-0.328661145,1,-0.329955178,1,-0.194727977,1,-0.279732773,1,-0.31110293,1,-0.325783853,1,-0.249191027,1,-0.359725624,1,-0.213566692,1,-0.269212151,1,-0.38134275,1,-0.167758172,1,-0.374050953,1,-0.455791525,1,-0.495853976,1,-0.360972845,1,-0.50844164,1,-0.355497834,1,-0.476554959,1,-0.225200061,1,-0.351414469,1,-0.452816893,1,-0.453518525,1,-0.420211286,1,-0.254200977,1,-0.112562869,1,-0.125463492,1,0.027692676,1,-0.053189012,1,-0.121468087,1,-0.1803259,1,-0.25386172,1,-0.201438856,1,-0.096054231,1,-0.757664177,1,-0.681129207,1,-0.727507613,1,-0.735799316,1,-0.667789552,1,-0.45147939,1,-0.424726633,1,-0.70283842,1,-0.740683528,1,-0.436676446,1,-0.412088841,1,-0.457098027,1,-0.452591243,1,-0.382122133,1,-0.460514811,1,-0.442501547,1,-0.248895958,1,-0.267512655,1,-0.337595238,1,-0.413594258,1,-0.310917372,1,-0.609124586,1,-0.38970901,1,-0.360412996,1,-0.562684957,1,-0.614906912,1,-0.379809596,1,-0.151579651,1,-0.515772778,1,-0.518464432
