"","maxshape_spear","yhat","maxshape_spear.1","yhat.1","maxshape_spear.2","yhat.2","maxshape_spear.3","yhat.3","maxshape_spear.4","yhat.4","maxshape_spear.5","yhat.5","maxshape_spear.6","yhat.6","maxshape_spear.7","yhat.7","maxshape_spear.8","yhat.8","maxshape_spear.9","yhat.9","maxshape_spear.10","yhat.10","maxshape_spear.11","yhat.11","maxshape_spear.12","yhat.12","maxshape_spear.13","yhat.13","maxshape_spear.14","yhat.14","maxshape_spear.15","yhat.15","maxshape_spear.16","yhat.16","maxshape_spear.17","yhat.17","maxshape_spear.18","yhat.18","maxshape_spear.19","yhat.19","maxshape_spear.20","yhat.20","maxshape_spear.21","yhat.21","maxshape_spear.22","yhat.22","maxshape_spear.23","yhat.23","maxshape_spear.24","yhat.24","maxshape_spear.25","yhat.25","maxshape_spear.26","yhat.26","maxshape_spear.27","yhat.27","maxshape_spear.28","yhat.28","maxshape_spear.29","yhat.29","maxshape_spear.30","yhat.30","maxshape_spear.31","yhat.31","maxshape_spear.32","yhat.32","maxshape_spear.33","yhat.33","maxshape_spear.34","yhat.34","maxshape_spear.35","yhat.35","maxshape_spear.36","yhat.36","maxshape_spear.37","yhat.37","maxshape_spear.38","yhat.38","maxshape_spear.39","yhat.39","maxshape_spear.40","yhat.40","maxshape_spear.41","yhat.41","maxshape_spear.42","yhat.42","maxshape_spear.43","yhat.43","maxshape_spear.44","yhat.44","maxshape_spear.45","yhat.45","maxshape_spear.46","yhat.46","maxshape_spear.47","yhat.47","maxshape_spear.48","yhat.48","maxshape_spear.49","yhat.49","maxshape_spear.50","yhat.50","maxshape_spear.51","yhat.51","maxshape_spear.52","yhat.52","maxshape_spear.53","yhat.53","maxshape_spear.54","yhat.54","maxshape_spear.55","yhat.55","maxshape_spear.56","yhat.56","maxshape_spear.57","yhat.57","maxshape_spear.58","yhat.58","maxshape_spear.59","yhat.59","maxshape_spear.60","yhat.60","maxshape_spear.61","yhat.61","maxshape_spear.62","yhat.62","maxshape_spear.63","yhat.63","maxshape_spear.64","yhat.64","maxshape_spear.65","yhat.65","maxshape_spear.66","yhat.66","maxshape_spear.67","yhat.67","maxshape_spear.68","yhat.68","maxshape_spear.69","yhat.69","maxshape_spear.70","yhat.70","maxshape_spear.71","yhat.71","maxshape_spear.72","yhat.72","maxshape_spear.73","yhat.73","maxshape_spear.74","yhat.74","maxshape_spear.75","yhat.75","maxshape_spear.76","yhat.76","maxshape_spear.77","yhat.77","maxshape_spear.78","yhat.78","maxshape_spear.79","yhat.79","maxshape_spear.80","yhat.80","maxshape_spear.81","yhat.81","maxshape_spear.82","yhat.82","maxshape_spear.83","yhat.83","maxshape_spear.84","yhat.84","maxshape_spear.85","yhat.85","maxshape_spear.86","yhat.86","maxshape_spear.87","yhat.87","maxshape_spear.88","yhat.88","maxshape_spear.89","yhat.89","maxshape_spear.90","yhat.90","maxshape_spear.91","yhat.91","maxshape_spear.92","yhat.92","maxshape_spear.93","yhat.93","maxshape_spear.94","yhat.94","maxshape_spear.95","yhat.95","maxshape_spear.96","yhat.96","maxshape_spear.97","yhat.97","maxshape_spear.98","yhat.98","maxshape_spear.99","yhat.99"
"1",0,-1.10209335631943,0,-1.0381675210005,0,-1.0737384007443,0,-0.974769259430147,0,-1.00347342340467,0,-0.870413526332993,0,-0.81025484438903,0,-1.07581508597997,0,-0.935766731761755,0,-0.999355520993198,0,-0.478275839301087,0,-0.443006901397089,0,-0.419495866094137,0,-0.431150310379853,0,-0.520023397975896,0,-0.488530853755216,0,-0.429259306264195,0,-0.429136832214557,0,-0.437025177096691,0,-0.448892962063778,0,-0.718283956017846,0,-0.638126357207168,0,-0.594929366228652,0,-0.647513329225991,0,-0.693153258252059,0,-0.605837290853653,0,-0.584137714060821,0,-0.65242460286139,0,-0.620434782728847,0,-0.621355678277732,0,-0.3346565395626,0,-0.334022843628832,0,-0.301474793135945,0,-0.296640617608573,0,-0.263929046439127,0,-0.2580967449286,0,-0.372161482206649,0,-0.390899770790941,0,-0.24360836570047,0,-0.326375488747786,0,-0.427603508449371,0,-0.506776213823835,0,-0.653633504163513,0,-0.505468862438048,0,-0.427089086278463,0,-0.362300846973176,0,-0.583234504812698,0,-0.434644137047599,0,-0.447003751585488,0,-0.524738624412316,0,-0.512632401849414,0,-0.537526072647487,0,-0.531049065421186,0,-0.545086747490997,0,-0.515629775152594,0,-0.596069089485943,0,-0.516393643029863,0,-0.478981629983304,0,-0.493724941957472,0,-0.480939379729385,0,-0.290224846102278,0,-0.169095775768539,0,-0.186761195497758,0,-0.237262051396782,0,-0.114712809255555,0,-0.15511099384069,0,-0.234488751674331,0,-0.311841615940028,0,-0.265860001083409,0,-0.13031458959132,0,-0.790314734533589,0,-0.700216990619142,0,-0.735598030277568,0,-0.787571986797561,0,-0.693726813470904,0,-0.730597900194767,0,-0.78490606933237,0,-0.718926476762638,0,-0.778335501615481,0,-0.752096064246025,0,-0.4513263231471,0,-0.503504732557268,0,-0.494630202808875,0,-0.382122132552506,0,-0.484759178035128,0,-0.515737670349509,0,-0.432355248764984,0,-0.432786552709398,0,-0.501689934200632,0,-0.464272123764737,0,-0.467597324063964,0,-0.686286074030792,0,-0.527006170204233,0,-0.564928170395746,0,-0.633337971110861,0,-0.655702454586761,0,-0.617676520625904,0,-0.580884975503672,0,-0.543328680306183,0,-0.597837468992443
"2",1,-0.581034736625476,1,-1.0381675210005,1,-0.805431000728054,1,-0.0844256891126684,1,-1.00347342340467,1,-0.816766318478661,1,-0.81025484438903,1,-1.07581508597997,1,-0.341492535036483,1,-0.762505642692984,1,-0.25122821274185,1,-0.183146357915688,1,-0.291647381452814,1,-0.221336619581805,1,-0.169129863027108,1,-0.154877214339693,1,-0.4273242014062,1,-0.110991187102444,1,-0.137298537687664,1,-0.251921290753378,1,-0.174181728209586,1,0.143556214995421,1,-0.275918476037573,1,-0.348462134379494,1,-0.693153258252059,1,-0.236314327034002,1,-0.0415671015726928,1,-0.330038205186713,1,-0.0535685038947386,1,-0.362140521397445,1,0.0552793546353356,1,0.041443503525163,1,0.296663593718458,1,0.00568712556250529,1,0.093214621241764,1,0.0898115968903781,1,-0.00150240275517877,1,0.0794085240148399,1,0.119883917576875,1,0.040487581000384,1,-0.278487603793513,1,-0.218954319602915,1,-0.360704773822942,1,-0.474716397395475,1,-0.180557148235699,1,-0.212756716433233,1,-0.298363644091384,1,-0.109100790708241,1,-0.294344462635726,1,-0.346967195115815,1,-0.581558089523923,1,-0.41496367666306,1,-0.574171642307792,1,-0.169657187295902,1,0.0108310176556803,1,-0.550765086280256,1,-0.411083713831978,1,-0.118043469241759,1,-0.303156059780243,1,0.0834261601793276,1,0.00445037832458227,1,0.293343345807955,1,0.304822362594418,1,0.224310085455337,1,0.319136012077832,1,0.120088042532889,1,0.199876152983795,1,0.135588110310292,1,0.231276701080254,1,0.139156439704435,1,-0.604933814004793,1,-0.640344397511953,1,-0.612234453437468,1,-0.787571986797561,1,-0.50583884235691,1,-0.695157492770601,1,-0.353577255586075,1,-0.543132336204332,1,-0.504085057427755,1,-0.469172871152922,1,-0.028985404105821,1,-0.299307010122249,1,-0.171468443353016,1,-0.382122132552506,1,-0.133520921778712,1,0.0348220527945077,1,0.14048823470063,1,-0.00220010703488481,1,-0.0951423497074644,1,0.0896257553635393,1,-0.125913012074409,1,-0.0257477468981357,1,-0.459556486246931,1,-0.438317184576168,1,-0.633337971110861,1,-0.364063284985794,1,-0.256080828309566,1,-0.331652189669661,1,-0.45632207012344,1,-0.267723896407745
