,semi.domestic,yhat,semi.domestic.1,yhat.1,semi.domestic.2,yhat.2,semi.domestic.3,yhat.3,semi.domestic.4,yhat.4,semi.domestic.5,yhat.5,semi.domestic.6,yhat.6,semi.domestic.7,yhat.7,semi.domestic.8,yhat.8,semi.domestic.9,yhat.9,semi.domestic.10,yhat.10,semi.domestic.11,yhat.11,semi.domestic.12,yhat.12,semi.domestic.13,yhat.13,semi.domestic.14,yhat.14,semi.domestic.15,yhat.15,semi.domestic.16,yhat.16,semi.domestic.17,yhat.17,semi.domestic.18,yhat.18,semi.domestic.19,yhat.19,semi.domestic.20,yhat.20,semi.domestic.21,yhat.21,semi.domestic.22,yhat.22,semi.domestic.23,yhat.23,semi.domestic.24,yhat.24,semi.domestic.25,yhat.25,semi.domestic.26,yhat.26,semi.domestic.27,yhat.27,semi.domestic.28,yhat.28,semi.domestic.29,yhat.29,semi.domestic.30,yhat.30,semi.domestic.31,yhat.31,semi.domestic.32,yhat.32,semi.domestic.33,yhat.33,semi.domestic.34,yhat.34,semi.domestic.35,yhat.35,semi.domestic.36,yhat.36,semi.domestic.37,yhat.37,semi.domestic.38,yhat.38,semi.domestic.39,yhat.39,semi.domestic.40,yhat.40,semi.domestic.41,yhat.41,semi.domestic.42,yhat.42,semi.domestic.43,yhat.43,semi.domestic.44,yhat.44,semi.domestic.45,yhat.45,semi.domestic.46,yhat.46,semi.domestic.47,yhat.47,semi.domestic.48,yhat.48,semi.domestic.49,yhat.49,semi.domestic.50,yhat.50,semi.domestic.51,yhat.51,semi.domestic.52,yhat.52,semi.domestic.53,yhat.53,semi.domestic.54,yhat.54,semi.domestic.55,yhat.55,semi.domestic.56,yhat.56,semi.domestic.57,yhat.57,semi.domestic.58,yhat.58,semi.domestic.59,yhat.59,semi.domestic.60,yhat.60,semi.domestic.61,yhat.61,semi.domestic.62,yhat.62,semi.domestic.63,yhat.63,semi.domestic.64,yhat.64,semi.domestic.65,yhat.65,semi.domestic.66,yhat.66,semi.domestic.67,yhat.67,semi.domestic.68,yhat.68,semi.domestic.69,yhat.69,semi.domestic.70,yhat.70,semi.domestic.71,yhat.71,semi.domestic.72,yhat.72,semi.domestic.73,yhat.73,semi.domestic.74,yhat.74,semi.domestic.75,yhat.75,semi.domestic.76,yhat.76,semi.domestic.77,yhat.77,semi.domestic.78,yhat.78,semi.domestic.79,yhat.79,semi.domestic.80,yhat.80,semi.domestic.81,yhat.81,semi.domestic.82,yhat.82,semi.domestic.83,yhat.83,semi.domestic.84,yhat.84,semi.domestic.85,yhat.85,semi.domestic.86,yhat.86,semi.domestic.87,yhat.87,semi.domestic.88,yhat.88,semi.domestic.89,yhat.89,semi.domestic.90,yhat.90,semi.domestic.91,yhat.91,semi.domestic.92,yhat.92,semi.domestic.93,yhat.93,semi.domestic.94,yhat.94,semi.domestic.95,yhat.95,semi.domestic.96,yhat.96,semi.domestic.97,yhat.97,semi.domestic.98,yhat.98,semi.domestic.99,yhat.99
1,0,-1.136207782,0,-1.094039804,0,-1.286185967,0,-0.972012996,0,-1.128650573,0,-0.851479211,0,-0.897198393,0,-1.15396186,0,-0.977983488,0,-0.984985226,0,-0.495454853,0,-0.473886834,0,-0.452306426,0,-0.452808316,0,-0.505795333,0,-0.492865865,0,-0.491344102,0,-0.42245136,0,-0.436779171,0,-0.420680753,0,-0.753177746,0,-0.60707933,0,-0.610224601,0,-0.669845458,0,-0.716637469,0,-0.616546823,0,-0.569327129,0,-0.627081681,0,-0.61261579,0,-0.634872498,0,-0.329647159,0,-0.357598745,0,-0.263056381,0,-0.33219851,0,-0.259227788,0,-0.263325748,0,-0.381923037,0,-0.397360781,0,-0.255132045,0,-0.279732773,0,-0.432501437,0,-0.535742757,0,-0.673272245,0,-0.528117601,0,-0.442263624,0,-0.404250315,0,-0.566274627,0,-0.469104603,0,-0.468757576,0,-0.550285065,0,-0.563423417,0,-0.587100737,0,-0.533458045,0,-0.55573415,0,-0.555616604,0,-0.608150966,0,-0.501512826,0,-0.482002299,0,-0.502108324,0,-0.515869593,0,-0.290893249,0,-0.17772422,0,-0.188317353,0,-0.23887674,0,-0.11644903,0,-0.180522035,0,-0.238956552,0,-0.28829403,0,-0.263868317,0,-0.173944257,0,-0.78930651,0,-0.743806424,0,-0.848148922,0,-0.874007977,0,-0.712836591,0,-0.772078946,0,-0.78223853,0,-0.705522073,0,-0.849942314,0,-0.762138523,0,-0.46301007,0,-0.534344792,0,-0.514143515,0,-0.438649975,0,-0.513382886,0,-0.466636457,0,-0.424477472,0,-0.44448521,0,-0.520873924,0,-0.500511455,0,-0.446020341,0,-0.644166746,0,-0.540553158,0,-0.605269317,0,-0.694620019,0,-0.67689775,0,-0.621655693,0,-0.575800877,0,-0.555368844,0,-0.603940555
3,1,-0.476924398,1,-0.999755325,1,-0.741053493,1,0.144196229,1,-0.499783193,1,-0.851479211,1,-0.50826148,1,-0.507509454,1,0.103248542,1,-0.984985226,1,-0.252754765,1,-0.047883111,1,-0.081554353,1,-0.095893316,1,-0.125360266,1,-0.159884938,1,-0.088413478,1,-0.153156713,1,-0.128321433,1,-0.151306301,1,-0.214314254,1,-0.538547495,1,-0.276710311,1,-0.347750059,1,-0.099705452,1,0.134752135,1,-0.122749624,1,-0.248301967,1,-0.240648282,1,-0.270833717,1,0.007905187,1,0.200209259,1,0.038607764,1,0.207066319,1,0.047165954,1,0.098948609,1,0.037002118,1,0.154017114,1,0.156622293,1,-0.279732773,1,-0.253815115,1,-0.075740828,1,-0.23470354,1,-0.260284253,1,-0.105786577,1,-0.001219,1,-0.278683559,1,0.002666502,1,-0.033587997,1,-0.114314388,1,-0.059997008,1,-0.047414423,1,-0.398243244,1,-0.126430971,1,0.00016695,1,-0.450726604,1,-0.198706821,1,-0.272041578,1,-0.227680529,1,0.071968955,1,-0.036534899,1,0.325124593,1,0.287742574,1,0.226310557,1,0.314773512,1,0.283960154,1,0.189256719,1,-0.022580583,1,0.161692502,1,0.366005387,1,-0.606817676,1,-0.139090971,1,0.118558532,1,-0.255049913,1,-0.335269867,1,-0.192402047,1,-0.257032119,1,0.226869729,1,-0.066838949,1,-0.335527947,1,-0.066009584,1,-0.051196442,1,0.020384617,1,-0.023033076,1,-0.105283963,1,-0.389280081,1,-0.012561469,1,0.011270471,1,0.005381352,1,0.116600111,1,-0.106000153,1,-0.493400535,1,-0.140348565,1,-0.203382501,1,-0.010069387,1,-0.22032811,1,-0.043837729,1,-0.322378699,1,-0.199483549,1,-0.222198297
