,b.tsmbf,yhat,b.tsmbf.1,yhat.1,b.tsmbf.2,yhat.2,b.tsmbf.3,yhat.3,b.tsmbf.4,yhat.4,b.tsmbf.5,yhat.5,b.tsmbf.6,yhat.6,b.tsmbf.7,yhat.7,b.tsmbf.8,yhat.8,b.tsmbf.9,yhat.9,b.tsmbf.10,yhat.10,b.tsmbf.11,yhat.11,b.tsmbf.12,yhat.12,b.tsmbf.13,yhat.13,b.tsmbf.14,yhat.14,b.tsmbf.15,yhat.15,b.tsmbf.16,yhat.16,b.tsmbf.17,yhat.17,b.tsmbf.18,yhat.18,b.tsmbf.19,yhat.19,b.tsmbf.20,yhat.20,b.tsmbf.21,yhat.21,b.tsmbf.22,yhat.22,b.tsmbf.23,yhat.23,b.tsmbf.24,yhat.24,b.tsmbf.25,yhat.25,b.tsmbf.26,yhat.26,b.tsmbf.27,yhat.27,b.tsmbf.28,yhat.28,b.tsmbf.29,yhat.29,b.tsmbf.30,yhat.30,b.tsmbf.31,yhat.31,b.tsmbf.32,yhat.32,b.tsmbf.33,yhat.33,b.tsmbf.34,yhat.34,b.tsmbf.35,yhat.35,b.tsmbf.36,yhat.36,b.tsmbf.37,yhat.37,b.tsmbf.38,yhat.38,b.tsmbf.39,yhat.39,b.tsmbf.40,yhat.40,b.tsmbf.41,yhat.41,b.tsmbf.42,yhat.42,b.tsmbf.43,yhat.43,b.tsmbf.44,yhat.44,b.tsmbf.45,yhat.45,b.tsmbf.46,yhat.46,b.tsmbf.47,yhat.47,b.tsmbf.48,yhat.48,b.tsmbf.49,yhat.49,b.tsmbf.50,yhat.50,b.tsmbf.51,yhat.51,b.tsmbf.52,yhat.52,b.tsmbf.53,yhat.53,b.tsmbf.54,yhat.54,b.tsmbf.55,yhat.55,b.tsmbf.56,yhat.56,b.tsmbf.57,yhat.57,b.tsmbf.58,yhat.58,b.tsmbf.59,yhat.59,b.tsmbf.60,yhat.60,b.tsmbf.61,yhat.61,b.tsmbf.62,yhat.62,b.tsmbf.63,yhat.63,b.tsmbf.64,yhat.64,b.tsmbf.65,yhat.65,b.tsmbf.66,yhat.66,b.tsmbf.67,yhat.67,b.tsmbf.68,yhat.68,b.tsmbf.69,yhat.69,b.tsmbf.70,yhat.70,b.tsmbf.71,yhat.71,b.tsmbf.72,yhat.72,b.tsmbf.73,yhat.73,b.tsmbf.74,yhat.74,b.tsmbf.75,yhat.75,b.tsmbf.76,yhat.76,b.tsmbf.77,yhat.77,b.tsmbf.78,yhat.78,b.tsmbf.79,yhat.79,b.tsmbf.80,yhat.80,b.tsmbf.81,yhat.81,b.tsmbf.82,yhat.82,b.tsmbf.83,yhat.83,b.tsmbf.84,yhat.84,b.tsmbf.85,yhat.85,b.tsmbf.86,yhat.86,b.tsmbf.87,yhat.87,b.tsmbf.88,yhat.88,b.tsmbf.89,yhat.89,b.tsmbf.90,yhat.90,b.tsmbf.91,yhat.91,b.tsmbf.92,yhat.92,b.tsmbf.93,yhat.93,b.tsmbf.94,yhat.94,b.tsmbf.95,yhat.95,b.tsmbf.96,yhat.96,b.tsmbf.97,yhat.97,b.tsmbf.98,yhat.98,b.tsmbf.99,yhat.99
1,0,0.157644109,0,0.180233361,0,0.180221948,0,0.178549597,0,0.182697981,0,0.192924202,0,0.185665247,0,0.174104959,0,0.158577834,0,0.160100271,0,0.134088683,0,0.149215485,0,0.128505143,0,0.167737521,0,0.168851517,0,0.139244992,0,0.145656458,0,0.16346907,0,0.13942353,0,0.144318656,0,0.215190396,0,0.191816936,0,0.202039804,0,0.202240053,0,0.235948122,0,0.188544543,0,0.227050669,0,0.21201959,0,0.186035867,0,0.231680916,0,0.169298577,0,0.158333931,0,0.185536002,0,0.142427887,0,0.188134932,0,0.183435317,0,0.149395538,0,0.142992178,0,0.170460805,0,0.167162866,0,0.241846928,0,0.23424711,0,0.22479953,0,0.244130862,0,0.194838589,0,0.270277953,0,0.249345075,0,0.282519151,0,0.278270024,0,0.26984909,0,0.160634388,0,0.166108064,0,0.186472249,0,0.170165478,0,0.138887491,0,0.155239184,0,0.146314258,0,0.150077969,0,0.161968074,0,0.162048879,0,0.353071014,0,0.334937765,0,0.365415583,0,0.364228687,0,0.336958212,0,0.358128556,0,0.387260268,0,0.347221391,0,0.374570163,0,0.364463304,0,0.140082353,0,0.133546274,0,0.158529613,0,0.155011894,0,0.126706607,0,0.130370847,0,0.151477417,0,0.16662945,0,0.146586343,0,0.135260194,0,0.17677719,0,0.159346045,0,0.188108688,0,0.157375141,0,0.177481631,0,0.184085192,0,0.154948228,0,0.150199238,0,0.156915584,0,0.171254836,0,0.168157064,0,0.178977422,0,0.155998287,0,0.166581808,0,0.17464272,0,0.157839908,0,0.16530672,0,0.161452434,0,0.183742964,0,0.175494312
3,1,0.199740077,1,0.180233361,1,0.180221948,1,0.178549597,1,0.182697981,1,0.192924202,1,0.185665247,1,0.174104959,1,0.158577834,1,0.160100271,1,0.134088683,1,0.149215485,1,0.128505143,1,0.167737521,1,0.168851517,1,0.139244992,1,0.18592815,1,0.16346907,1,0.13942353,1,0.144318656,1,0.25347683,1,0.191816936,1,0.202039804,1,0.209180035,1,0.235948122,1,0.188544543,1,0.230446025,1,0.21201959,1,0.207342683,1,0.231680916,1,0.169298577,1,0.158333931,1,0.185536002,1,0.15207684,1,0.188134932,1,0.183435317,1,0.149395538,1,0.154825644,1,0.170460805,1,0.167162866,1,0.241846928,1,0.23424711,1,0.286420454,1,0.244130862,1,0.194838589,1,0.270277953,1,0.249345075,1,0.282519151,1,0.278270024,1,0.26984909,1,0.160634388,1,0.166108064,1,0.186472249,1,0.170165478,1,0.138887491,1,0.155239184,1,0.146314258,1,0.150077969,1,0.161968074,1,0.162048879,1,0.353071014,1,0.334937765,1,0.365415583,1,0.364228687,1,0.336958212,1,0.358128556,1,0.387260268,1,0.347221391,1,0.374570163,1,0.364463304,1,0.140082353,1,0.133546274,1,0.158529613,1,0.155011894,1,0.126706607,1,0.130370847,1,0.151477417,1,0.16662945,1,0.146586343,1,0.135260194,1,0.17677719,1,0.159346045,1,0.188108688,1,0.157375141,1,0.177481631,1,0.184085192,1,0.154948228,1,0.150199238,1,0.156915584,1,0.171254836,1,0.168157064,1,0.178977422,1,0.155998287,1,0.166581808,1,0.17464272,1,0.157839908,1,0.16530672,1,0.161452434,1,0.183742964,1,0.175494312
