,semi.domestic,yhat,semi.domestic.1,yhat.1,semi.domestic.2,yhat.2,semi.domestic.3,yhat.3,semi.domestic.4,yhat.4,semi.domestic.5,yhat.5,semi.domestic.6,yhat.6,semi.domestic.7,yhat.7,semi.domestic.8,yhat.8,semi.domestic.9,yhat.9,semi.domestic.10,yhat.10,semi.domestic.11,yhat.11,semi.domestic.12,yhat.12,semi.domestic.13,yhat.13,semi.domestic.14,yhat.14,semi.domestic.15,yhat.15,semi.domestic.16,yhat.16,semi.domestic.17,yhat.17,semi.domestic.18,yhat.18,semi.domestic.19,yhat.19,semi.domestic.20,yhat.20,semi.domestic.21,yhat.21,semi.domestic.22,yhat.22,semi.domestic.23,yhat.23,semi.domestic.24,yhat.24,semi.domestic.25,yhat.25,semi.domestic.26,yhat.26,semi.domestic.27,yhat.27,semi.domestic.28,yhat.28,semi.domestic.29,yhat.29,semi.domestic.30,yhat.30,semi.domestic.31,yhat.31,semi.domestic.32,yhat.32,semi.domestic.33,yhat.33,semi.domestic.34,yhat.34,semi.domestic.35,yhat.35,semi.domestic.36,yhat.36,semi.domestic.37,yhat.37,semi.domestic.38,yhat.38,semi.domestic.39,yhat.39,semi.domestic.40,yhat.40,semi.domestic.41,yhat.41,semi.domestic.42,yhat.42,semi.domestic.43,yhat.43,semi.domestic.44,yhat.44,semi.domestic.45,yhat.45,semi.domestic.46,yhat.46,semi.domestic.47,yhat.47,semi.domestic.48,yhat.48,semi.domestic.49,yhat.49,semi.domestic.50,yhat.50,semi.domestic.51,yhat.51,semi.domestic.52,yhat.52,semi.domestic.53,yhat.53,semi.domestic.54,yhat.54,semi.domestic.55,yhat.55,semi.domestic.56,yhat.56,semi.domestic.57,yhat.57,semi.domestic.58,yhat.58,semi.domestic.59,yhat.59,semi.domestic.60,yhat.60,semi.domestic.61,yhat.61,semi.domestic.62,yhat.62,semi.domestic.63,yhat.63,semi.domestic.64,yhat.64,semi.domestic.65,yhat.65,semi.domestic.66,yhat.66,semi.domestic.67,yhat.67,semi.domestic.68,yhat.68,semi.domestic.69,yhat.69,semi.domestic.70,yhat.70,semi.domestic.71,yhat.71,semi.domestic.72,yhat.72,semi.domestic.73,yhat.73,semi.domestic.74,yhat.74,semi.domestic.75,yhat.75,semi.domestic.76,yhat.76,semi.domestic.77,yhat.77,semi.domestic.78,yhat.78,semi.domestic.79,yhat.79,semi.domestic.80,yhat.80,semi.domestic.81,yhat.81,semi.domestic.82,yhat.82,semi.domestic.83,yhat.83,semi.domestic.84,yhat.84,semi.domestic.85,yhat.85,semi.domestic.86,yhat.86,semi.domestic.87,yhat.87,semi.domestic.88,yhat.88,semi.domestic.89,yhat.89,semi.domestic.90,yhat.90,semi.domestic.91,yhat.91,semi.domestic.92,yhat.92,semi.domestic.93,yhat.93,semi.domestic.94,yhat.94,semi.domestic.95,yhat.95,semi.domestic.96,yhat.96,semi.domestic.97,yhat.97,semi.domestic.98,yhat.98,semi.domestic.99,yhat.99
1,0,0.170697799,0,0.16473397,0,0.180221948,0,0.178549597,0,0.173571334,0,0.171026643,0,0.172879691,0,0.174104959,0,0.14985833,0,0.160100271,0,0.129848809,0,0.146842719,0,0.121023163,0,0.161143304,0,0.150194631,0,0.136353166,0,0.153424632,0,0.16346907,0,0.122148854,0,0.140775265,0,0.212567693,0,0.183226435,0,0.195590379,0,0.205463543,0,0.233098141,0,0.204667697,0,0.2194862,0,0.202446021,0,0.195384389,0,0.22552461,0,0.169298577,0,0.148824054,0,0.18073081,0,0.144122819,0,0.182943624,0,0.176710636,0,0.149395538,0,0.156675814,0,0.14288624,0,0.167162866,0,0.583856688,0,0.23424711,0,0.25650628,0,0.223663767,0,0.159701612,0,0.270277953,0,0.249345075,0,0.237078156,0,0.278270024,0,0.26984909,0,0.152250079,0,0.161311443,0,0.173703536,0,0.164043134,0,0.13036196,0,0.157749824,0,0.139712,0,0.150077969,0,0.159381343,0,0.162048879,0,0.353071014,0,0.316060902,0,0.365415583,0,0.364228687,0,0.336958212,0,0.358128556,0,0.387260268,0,0.347221391,0,0.374570163,0,0.364463304,0,0.134228398,0,0.133546274,0,0.156094545,0,0.155011894,0,0.118167183,0,0.130370847,0,0.151477417,0,0.157396928,0,0.146586343,0,0.135260194,0,0.17677719,0,0.159346045,0,0.180125584,0,0.157375141,0,0.172640384,0,0.1670747,0,0.139552727,0,0.145010462,0,0.137009753,0,0.162809261,0,0.168157064,0,0.178977422,0,0.155998287,0,0.205884804,0,0.17464272,0,0.157839908,0,0.160360239,0,0.161452434,0,0.183742964,0,0.161975069
3,1,0.209409411,1,0.236225331,1,0.180221948,1,0.178549597,1,0.217333706,1,0.281457677,1,0.234131217,1,0.174104959,1,0.196995406,1,0.160100271,1,0.161222222,1,0.164501471,1,0.161940353,1,0.212217104,1,0.190688385,1,0.128971095,1,0.222433623,1,0.16346907,1,0.167848577,1,0.155033461,1,0.301083351,1,0.215361619,1,0.211160934,1,0.222157542,1,0.250883232,1,0.221760434,1,0.259746853,1,0.258636469,1,0.195384389,1,0.266587878,1,0.169298577,1,0.220377168,1,0.21927752,1,0.182130017,1,0.213601261,1,0.275252747,1,0.149395538,1,0.194516413,1,0.341418779,1,0.167162866,1,0.583856688,1,0.23424711,1,0.25650628,1,0.378878194,1,0.246894865,1,0.270277953,1,0.249345075,1,0.328903095,1,0.278270024,1,0.26984909,1,0.177084139,1,0.185668882,1,0.233551325,1,0.171985365,1,0.172938695,1,0.157749824,1,0.161813412,1,0.150077969,1,0.171753569,1,0.162048879,1,0.353071014,1,0.438046501,1,0.365415583,1,0.364228687,1,0.336958212,1,0.358128556,1,0.387260268,1,0.347221391,1,0.374570163,1,0.364463304,1,0.155244038,1,0.133546274,1,0.170952689,1,0.155011894,1,0.149153071,1,0.130370847,1,0.151477417,1,0.206960893,1,0.146586343,1,0.135260194,1,0.17677719,1,0.159346045,1,0.174079079,1,0.157375141,1,0.167478819,1,0.216604922,1,0.154586699,1,0.172184891,1,0.230607964,1,0.187243909,1,0.168157064,1,0.178977422,1,0.155998287,1,0.205884804,1,0.17464272,1,0.157839908,1,0.16538774,1,0.161452434,1,0.183742964,1,0.262083778
