,colsample_bytree,gamma,learning_rate,max_depth,n_estimators,scale_pos_weight
0,0.45875475097227236,10.847413538801895,0.32427681754367454,1.9277700833867542,104.80184323822903,5.098142851234842
1,0.3588187111640656,11.366861217287072,0.6069247585863062,5.938426877174647,170.17317953004795,11.648360367962189
2,0.20935548101651624,19.071478163972618,0.153623864780932,9.483533956377185,196.89712987325345,14.807069775776828
3,0.2630566422879447,13.346121235745361,0.4395668736378122,8.022890635977735,181.265643606025,13.686388140981611
4,0.37613552487167085,48.030957854061825,0.8529175779858704,5.60343178247237,167.81087844168096,14.119307993921476
5,0.7769844048676616,12.429532686611992,0.2184156233104561,8.83669527027835,152.0199814142592,6.990080419467671
6,0.8384542790380252,84.13182253630487,0.3355015568843819,3.3381590081368673,159.64566852747208,11.302009563768268
7,0.5764305298963015,12.356914197637877,0.4636226790938417,5.378383623927162,172.42131519024048,5.0820041542379055
8,0.4756751130773177,15.445894236342333,0.7422224151350936,6.99103430750798,198.86495280028345,14.91483038406439
9,0.8038611868751766,11.085641977211761,0.6797319151437881,3.0793464457474355,134.81831981248538,13.694024939902947
